Year,rnase,serotonin,BLAST,genetic algorithm,Epidemiology,mouse,FACS,Mononucleosis,Prefrontal cortex,paleocortex,neutrotransmitter,epinephrine,nanopore,RNA,Histamine,dopamine,cocaine,fMRI,gene therapy,cannabis,connectome,savant,homeopathy,substance P,ribozyme,lateral ventricles,autism,neuropeptide,microglia,machine learning,SNP,natural medicine,GABA,DNA array,ribosome,BRCA1,stem cells,EEG,soy milk,inflammatory,prion,glycine,NGS,autoimmune,glutamate,archaea,perceptron,Drug repurposing,antibiotic,illumina,lipid,genetic engineering,influenza
1982,199.13920472795013,594.7128372096169,129.15310051965525,3.7190683395712254,3838.7547206810627,5570.826275555916,15.214370480064103,64.57655025982763,21.976312915648148,1120.1157644544974,0,511.87904237371225,0,1555.5848573061098,529.1219955844516,796.2187217900214,63.22416177271082,39.557363248166666,94.32909697639744,30.428740960128206,0,1.0142913653376069,6.4238453138048435,146.7341508521738,11.495302140492878,33.13351793436182,47.671694170867525,2097.216446396392,5.747651070246439,1.0142913653376069,6.4238453138048435,75.73375527854131,339.1114131445399,7.438136679142451,448.99297772278067,0,372.24493107890174,612.2938875421353,8.452428044480056,932.1337647452608,7.776233800921653,275.2110571282707,0.6761942435584045,370.2163483482265,456.43111440192314,33.13351793436182,0.33809712177920226,1.0142913653376069,3275.823012918691,0,4992.68019731348,62.54796752915243,392.86885550743307
1983,206.7637594820568,589.2767145238619,147.9653153793469,5.815230735432848,3934.0035925203206,5574.221728286575,24.87626481268496,56.5369654833749,20.03023919982425,1089.7096261452775,0.3230683741907137,519.1708773244769,0,1556.220358476668,537.9088430275384,775.3640980577129,60.736854347854184,73.33652094129202,98.21278575397696,27.137743432019953,0,0.9692051225721412,6.13829910962356,147.9653153793469,10.338187974102839,39.41434165126707,47.814119380225634,2120.9438765620357,3.2306837419071375,0.9692051225721412,5.492162361242133,79.15175167672486,371.52863031932077,11.953529845056408,408.68149335125287,0,385.7436387837122,629.660261297701,9.045914477339984,1022.8344726877996,9.045914477339984,293.3460837651681,0.6461367483814274,409.3276300996343,475.5566468087306,36.50672628355065,0.3230683741907137,0.9692051225721412,3244.575681997338,0,4858.625279454143,81.73629867025058,375.7285191838001
1984,199.84163493080953,615.2357251486244,150.19544260523108,6.912760956726116,4098.638814524339,5683.232155650239,27.96526023402838,53.41678921106544,21.36671568442618,1187.1095861141487,0.31421640712391435,550.8213616882219,0,1655.9204655430287,559.6194210876915,849.6411648630644,81.69626585221773,162.76409889018765,119.71645111421138,30.16477508389578,0,0.9426492213717431,8.483842992345688,189.47249349572036,15.08238754194789,49.96040873270238,55.93052046805676,2334.6279049306836,6.912760956726116,0.9426492213717431,6.912760956726116,101.49189950102435,407.538680039717,13.197089099204403,410.3666277038322,0,480.75110289958906,683.1064690873899,4.7132461068587155,1076.5054108065306,8.798059399469603,295.67763910360344,1.2568656284956574,451.528977037065,490.49181152043036,44.932946218719756,0.6284328142478287,0,3358.6591757475207,0,5133.981875997637,82.63891507358949,361.97730100674937
1985,219.45845049214154,671.196972904634,168.4701420218206,9.243494518011396,4132.4384040361265,5625.411857316226,28.62501528158368,45.62111810502399,31.01043322171565,1173.6256265449308,0.5963544850329934,541.7880496524743,0,1743.442336993956,574.2893690867726,827.4418479832782,87.66410929985001,272.53399966007794,131.1979867072585,33.09767391933113,0,0.5963544850329934,9.839849003044389,187.8516627853929,14.908862125824832,44.7265863774745,53.373726410452896,2358.283811062972,5.963544850329933,1.1927089700659868,6.26172209284643,102.27479418315835,394.4884918493251,9.541671760527894,355.7254503221805,0,518.2320474936712,594.5654215778943,6.559899335362927,1109.2193421613676,14.908862125824832,274.9194176002099,0.2981772425164967,470.52368869103174,487.81796875698853,46.51564983257348,1.78906345509898,1.1927089700659868,3336.305166517081,0,5204.683768125449,106.74745282090579,384.6486428462807
1986,184.71022511201275,652.7762289949304,168.69819321375775,16.29796103929524,4052.1877868226698,5520.147996923402,29.164772386107277,42.88937115604011,33.16778036067102,1189.179297586472,0.2859291410402674,490.65440602509887,0,1753.6034219999601,554.1306753360382,823.4759261959701,92.35511255600638,387.14805696852204,126.09475119875792,32.59592207859048,0,0.8577874231208023,14.582386193053638,186.99765824033489,21.444685578020056,47.46423741268439,52.896891092449465,2407.5233675590516,8.291945090167754,1.7155748462416045,4.574866256644278,103.50634905657681,408.0208842644616,12.866811346812034,334.2511658760726,0,454.9132633950654,609.0290704157695,6.862299384966418,1120.8422328778483,20.01503987281872,291.64772386107273,0.2859291410402674,454.9132633950654,459.77405879274994,40.88786716875824,1.429645705201337,0.8577874231208023,3111.48091280019,0,5172.744090559478,117.23094782650965,340.2556778379182
1987,160.05739239605103,588.0546640832843,186.4165894459949,18.478612364909115,4276.711785278525,5153.087151114288,25.272219852008057,44.02257651640113,35.8702475318824,1135.0759389444906,0.5434885989679151,458.1608889299525,0,1902.753584986671,513.3249817251958,770.1233447375357,103.8063224028718,575.8261706065061,130.43726375229966,25.815708450975972,0,1.6304657969037455,9.782794781422472,189.40577674031843,28.533151445815545,45.65304231330487,57.881535790082964,2225.8575570730964,8.695817583486642,0.8152328984518727,6.79360748709894,265.76592489531055,384.24643947031603,13.043726375229964,331.2563010709443,0,448.37809414853,529.9013839937173,6.250118888131024,1116.8690708790657,17.66337946645724,278.53790697105654,0.8152328984518727,503.81393124325734,455.1717016356289,48.370485308144445,1.902210096387703,0.5434885989679151,2937.8276217210655,0,5002.540809200174,127.17633215849214,333.43025546681594
1988,211.08765692700808,576.9384797038056,184.7339959642727,25.061814837111122,4748.051250119495,5104.859150016923,31.262676240107687,40.822337569727395,32.81289159085683,1155.685543983485,0,439.7444211625065,0,2128.7040458036963,512.0878041974664,728.6012148520965,137.9691662166736,754.696506589707,134.3519970649256,18.085845758739985,0,2.0669538009988555,12.66009203111799,199.20267257126466,29.712460889358546,42.630922145601396,62.26698325509052,2203.3727518647797,14.210307381867132,1.8085845758739987,5.425753727621995,533.7908191079545,394.2714375405317,12.401722805993131,340.0139002643117,0,448.52897481675166,525.2646346788341,7.492707528620851,1151.0348979312375,16.01889195774113,279.81387081022007,0.25836922512485694,518.0302963753381,469.71525127698993,53.740798825970245,4.909015277372282,0.5167384502497139,2857.046891430668,0,4915.732877225528,119.62495123280877,317.2774084533243
1989,209.77788370112734,639.512222975271,198.6062804271028,23.832753651252336,5342.260685638532,5231.5376843004215,29.790942064065423,34.259583373675234,46.42421804983528,1239.5514477156553,0.7447735516016355,465.23521190048837,0,2443.602022804966,544.4294662207956,737.0775582350852,180.97997303919743,923.2709461354942,196.12370192176402,16.88153383630374,0,1.489547103203271,11.41986112455841,215.48781426340653,49.403312256241826,43.693381693962614,59.83014197866471,2200.0610714312315,14.398955330964952,1.7378049537371494,11.668118975092291,537.2299885553131,395.47475590046844,19.364112341642524,366.1803295374708,0,509.4251092955187,548.8981075304055,10.923345423490654,1420.7796786053868,15.14372888256659,339.8649973808797,0.49651570106775705,578.6890495944708,512.1559456513913,63.5540097366729,5.213414861211449,0.9930314021355141,2949.7997800435446,0,5228.310332243481,137.53484919576871,318.26656438443223
1990,210.75995268852793,668.7856235428115,186.90951924340584,30.421471231023084,6406.518469483614,5183.8186977663345,32.85518892950493,34.315419548594036,45.99726450130691,1354.3638992051478,0.2433717698481847,413.2452652022176,0,2837.7148364298337,500.3723588078678,791.2016237764484,220.25145171260715,1042.3612902597752,259.1909348883167,17.279395659221112,0,0.9734870793927388,15.575793270283821,216.84424693473258,63.763403700224394,51.35144343796697,50.13458458872604,2258.7333959610023,21.416715746640254,1.7036023889372929,11.92521672256105,589.4464265723034,387.69122936815825,27.98775353254124,381.6069351219536,0,532.0106888881318,579.2248122386795,7.301153095445541,1458.770388470019,23.8504334451221,359.4601040657688,0.2433717698481847,613.2968600174254,573.140517992475,55.24539175553793,9.978242563775574,0.9734870793927388,2890.5265104868895,0,5417.212225050743,315.89655726294376,321.2507361996038
1991,233.53799167007494,661.6506416849585,188.7664595882471,38.237308480696214,7029.130536846971,5326.844284611419,29.28300206433064,31.461076598041185,46.46559005249159,1405.8261073693943,0,419.88436844308814,0,3161.596189821616,478.9343891347962,768.6183021182985,238.62016558206622,1231.5801446725507,300.8162939335784,22.990786744722406,0,1.6940579706637562,15.4885300174972,230.8759005733176,77.68465836900938,41.62542442202372,56.38792959495074,2168.394202449608,30.00902690890082,2.9040993782807245,13.068447202263263,610.344886001999,407.7839543669184,21.780745337105436,401.49173904731015,0,565.5733539201711,635.0297307173852,8.712298134842174,1466.0861694687192,40.17337473288336,376.806894331924,0.24200828152339374,627.2854657086366,595.8243891105953,64.13219460369933,25.89488612300313,0.4840165630467875,2857.39177994671,0,5470.597203836315,601.1485713041101,329.61527943486226
1992,240.41394257336216,703.0612708687675,182.28400421980294,44.01608500845635,7682.0029232421675,5475.457444339986,34.2081530228764,28.94536025012619,56.694631233718226,1469.0368371572306,0.478435706613656,382.2701295843111,0.239217853306828,3571.283332017635,474.12978525413314,813.1014833899084,254.04936021185134,1348.7102569438962,388.48979377028866,16.74524973147796,0,1.1960892665341398,15.070724758330163,238.02176404029385,85.16155577723076,43.53764930184269,63.87116683292307,2246.4948604044216,36.83954940925151,3.58826779960242,20.094299677773552,602.5897724798997,439.68241437794984,27.749270983592048,422.45872893985825,0,590.3896619612515,619.5742400646845,7.654971305818496,1557.547442880757,33.25128160964909,378.6818617847087,0.956871413227312,655.4569180607087,639.1901040358445,72.7222274052757,44.97295642168366,0.717653559920484,2825.880501113559,0.239217853306828,5460.386719581656,759.0382485425653,347.3443230015142
1993,264.75444726662084,687.3792584068892,177.98421764125305,52.15569058344209,7853.524368167722,5672.340644485295,36.017831165247,30.638544692515307,59.406033220602204,1556.718728804442,0.23388202055355195,350.8230308303279,0,3896.7083444427294,402.5109573726629,809.6995551563969,252.8264642183897,1449.132999349808,572.0754222739881,19.17832568539126,0,1.8710561644284156,14.734567294873774,249.31823391008638,103.37585308466998,40.46158955576449,73.20507243326176,2161.537633955927,56.599448973959575,5.145404452178143,23.62208407590875,654.6357755293919,422.3909291197148,32.74348287749727,453.0294738122302,7.484224657713662,668.4348147420516,565.5267256984887,7.7181066782672145,1660.7962279507726,44.437583905174876,390.58297432443175,1.1694101027677597,697.6700673112455,709.8319323800303,65.72084777554811,71.5678982893869,0.7016460616606559,2786.002628833911,0,5248.312541221707,902.7845993367105,321.82166028168746
1994,263.5169358113812,643.3919991238918,161.76061254568768,65.4799658682826,7730.286423516205,5834.561558012512,47.68401695634517,29.203608470871686,70.95564245657104,1604.3732403685133,0,302.9874378852937,0.22815319117868504,4138.470734790168,401.7777696656643,716.6291734922496,240.70161669351268,1579.5045425300366,607.5719481088382,23.956085073761926,0,2.73783829414422,18.480408485473486,223.13382097275394,105.40677432455247,40.611268029805935,62.05766800060233,2036.4953844609427,77.8002381919316,5.47567658828844,32.39775314737327,653.8870459181113,412.2728164598838,38.329736118019085,472.0489525486993,17.33964252958006,704.9933607421367,556.9219396671701,9.810587220683455,1722.556593399072,59.77613608881548,385.80704628315635,0.9126127647147402,706.3622798892088,764.5413436397735,78.02839138311028,79.85361691253976,1.36891914707211,2741.2605920119004,0.4563063823573701,5306.386920433856,1009.5778709656812,313.71063787069187
1995,292.5161284577677,678.7531778293255,172.30402087238372,70.56895945290134,7152.175171302254,6015.9481396063275,41.85162264083739,24.932881573264826,85.26155038000383,1569.8810790594962,0.2226150140470074,302.31118907583607,0,4421.356793987614,405.1593255655534,762.2338080969532,222.39239903296038,1675.4005957177776,773.3645587993037,25.37811160135884,0,3.5618402247521184,21.816271376606725,207.69980810585787,140.47007386366167,42.51946768297841,51.64668325890571,1941.4255375039515,79.02832998668762,7.123680449504237,45.85869289368352,653.5976812420137,419.6293014786089,39.848087514414324,513.1276073783521,30.72087193848702,779.3751641785728,526.9297382492665,9.127215575927302,1998.1923660859384,53.427603371281776,404.93671055150645,0.4452300280940148,700.7920642199792,768.6896435043165,80.58663508501668,98.61845122282426,1.5583050983290516,2886.203657119451,0,5316.936995498724,1095.7110991393704,316.1133199467505
1996,287.74845553196405,729.3987365226907,180.0607759616684,72.37309639137278,7295.731295260434,6055.143067660126,53.189866022575174,30.082793078341695,98.96802940266036,1637.5503014819044,0.4359825083817637,280.9907266520467,0.8719650167635274,4401.461413368095,408.07962784533083,743.1321855367163,241.5343096434971,1838.7562291000886,851.9098213779663,28.774845553196403,0,2.1799125419088186,16.567335318507023,185.2925660622496,125.34497115975708,37.93047822921345,59.94759490249251,1815.649156155855,83.70864160929864,6.539737625726456,48.176067176184894,660.5135001983721,444.04818478682637,44.25222460074902,513.5873948737177,49.04803219294842,830.1106959588781,504.21377094350976,8.719650167635274,2247.489830707992,74.33501767909071,401.97587272798614,1.0899562709544093,725.6928852014457,779.3187337324026,88.94043170987979,114.2274171960221,1.3079475251452912,2920.646823649435,0.21799125419088186,5135.873948737177,1126.5788016584775,320.2291524064055
1997,297.45749356493724,734.9979863068869,166.78632089513036,89.95955103398764,7767.383424679122,6338.755712759809,59.754154336444344,23.42012642490676,113.3796774588944,1722.583130504824,0,283.6680733334501,0.21887968621408183,4617.048100999842,413.24484757218653,770.0187361011399,235.0767829939239,2021.791661559474,997.2158503913569,38.74170445989248,0,1.532157803498573,25.390043600833494,178.16806457826263,154.0912990947136,43.55705755660229,62.818469943441485,1801.5986972281075,98.05809942390867,7.223029645064701,48.810170025740256,722.9596035651123,450.45439422858044,43.99481692903045,560.1131170218355,62.599590257227405,835.0260029067223,536.9118702831428,7.660789017492865,2423.4358857623142,83.1742807613511,394.42119455777544,1.313278117284491,733.4658285033883,806.1338843264634,103.53009157926071,119.94606804531685,2.4076765483549,3015.9431963438337,0.6566390586422455,5314.179901591693,1243.455497382199,334.01040116268894
1998,299.3305612079389,740.2164617063316,164.93724801253776,95.84476097791146,7596.1712651087155,6367.251846328198,57.08556093409672,24.856443506359458,130.6016523215497,1730.6825410868585,0,264.1523742116505,2.1064782632508017,4588.541600839221,365.0526830213639,740.2164617063316,244.56212636341806,2121.2236110935573,1105.2691447276954,36.442073954238865,0,1.474534784275561,22.328669590458496,161.98817844398664,155.24744800158408,42.55086091766619,73.72673921377806,1757.434815030144,111.64334795229249,6.319434789752404,52.030013102294795,715.1493703736471,467.2168787890278,44.236043528266826,569.5917223830168,76.4651609560041,848.700092263748,533.1496484287779,12.428221753179729,2612.243694257319,76.88645660865426,394.33273088055,2.1064782632508017,732.6331399586288,838.1677009474939,120.70120448427093,124.70351318444744,1.474534784275561,3087.88648609935,0.6319434789752405,5297.582184249441,1454.7338886010036,324.81894819327357
1999,288.71247598280684,702.7496522695109,170.47398652000234,123.50253180190194,8271.430220057217,6517.2893421364315,56.89214989563024,20.853706189501477,139.49712198608267,1772.362562940737,0.20246316688836385,228.78337858385115,2.6320211695487297,4611.90847855004,338.92334137112107,746.2792331505091,213.8011042341122,2234.5859729468716,1246.3632553647676,34.21627520413349,0,1.8221685019952747,36.03844370612876,148.40550132917068,158.3261965067005,40.897559711449496,71.87442424536916,1602.4959659213998,112.16459445615357,6.88374767420437,60.53648689962078,750.7334228220531,475.788442187655,77.94831925202007,615.0831010068493,78.96063508646189,883.7517234677081,565.0746987854235,11.540400512636738,2639.3098435567113,93.33551993553573,361.19428972884106,1.6197053351069108,773.4092975135499,802.968919879251,130.58874264299467,130.9936689767714,2.8344843364370935,3010.8297547968587,1.8221685019952747,5278.6196871134225,1538.9225315184535,358.56226855929236
2000,257.9889256282143,677.8311655879575,168.98837923245478,138.19494123898525,8121.581505911777,6454.792792082331,61.96240571856675,24.59719742161286,164.48202245292265,1768.1817413689187,0,218.746068673122,3.004237853021418,4711.771542732467,291.2233068772637,738.1036875141998,202.0349956156904,2222.572716638408,1398.6604854472841,39.05509208927844,0,1.6898837923245478,32.85885151742176,125.4269303636442,162.60437379478427,36.426383967884696,82.05324636064748,1508.6906968141936,107.4015032455157,10.702597351388803,76.04477065460465,779.2241931274303,459.64839151227704,157.9102521494383,655.2993816902969,84.68195448204122,898.0793531875902,550.9021162978026,10.327067619761126,2723.3416137639156,101.39302753947287,353.18571259583047,2.4409432555799024,738.2914523800135,808.8910419260169,139.13376556805446,129.18222767992097,1.3143540606968707,2943.214271631921,3.004237853021418,5272.812961784217,1691.1981463852446,374.96643703023574
2001,270.4597999218388,662.5443309361452,160.70535039244976,171.114674224688,9003.334636020643,6642.609562698827,58.986168382683275,21.914365962606787,164.722984152261,1697.815502952961,0,217.68270189522744,6.939549221492149,4885.990511079538,286.8955743937938,689.3894292403385,197.41191337981613,2283.294313587272,1457.3053365133512,47.11588681960459,0,1.4609577308404524,26.4798588714832,118.88543534714182,158.5139137961891,44.741830506988855,105.73681576957773,1432.2864353727084,119.433294496207,14.79219702475958,96.24059051911482,808.0922448711253,453.26213599325035,347.34270050731755,656.1526408637183,85.10078782145635,985.0507500191751,531.6059943095697,10.774563264948338,2840.46706818655,122.90306910695307,353.18653143067934,2.374056312615735,748.0103581903116,777.9599916725409,166.9144207485217,140.06932244432838,2.556676028970792,3029.113235181323,4.565492908876414,5401.891209782573,1627.5069121562642,341.13363015124565
2002,221.78713740721284,640.2467602983338,185.353205743827,223.90950235847805,9046.226877276016,6724.359620591892,66.14704098109857,22.284831988284548,176.86374593876624,1646.7783384358524,0.17686374593876625,209.9372664293155,9.196914788815844,4675.569987637225,283.5125847398423,661.4704098109856,190.65911812199,2357.9474608556316,1584.522299865407,48.46066638722195,0,1.2380462215713635,29.71310931771273,105.41079257950469,159.35423509082838,43.33161775499773,113.36966114674917,1384.4894032086622,105.41079257950469,17.155783356060326,132.6478094540747,807.3830002104678,435.4385425012425,511.8436807467895,692.9521565880862,93.56092160160735,1087.5351737774736,501.2318559904635,12.203598469774871,2985.6368951923127,118.14498228709584,342.0544846455739,3.006683680959026,807.2061364645292,762.8133362338988,159.35423509082838,130.34858075687072,3.006683680959026,3008.275454672475,5.129048632224221,5391.691294943288,1616.0040466425069,327.5516574785951
2003,218.6505560451833,647.2056458937426,194.7671876156325,281.55463909202837,9631.725186525744,6863.777339729142,64.75420313645813,24.051561164970163,190.7305619655676,1690.0006054938476,0,184.17104528421208,13.959997039807856,4753.463088422285,271.63126770228536,677.1439527983907,190.7305619655676,2429.039484926567,1669.6492845081036,48.60770053619844,0,3.027469237548692,32.46119793593875,98.72913569117124,144.30936698982097,40.534449236068596,110.67081990594663,1335.113933758973,108.65250708091416,20.18312825032461,144.47755972524035,773.182004722852,432.5917154986242,662.6793775523248,693.2904553986505,84.43275318052463,1141.1877098204375,535.693862310699,12.44626242103351,3042.942969207274,119.58503488317332,339.749325547131,2.354698295871205,792.6923620314991,751.3169491183337,147.8414144336278,148.85057084614402,1.8501200896130896,2983.0663553979775,3.700240179226179,5410.423912970351,1607.2497796675166,365.31462133087547
2004,209.6118195431369,637.9014433672943,184.60220647311309,346.85207126489246,9715.609437377492,7046.61479256089,71.12108716788015,17.81934931239195,225.08651763021413,1707.218712192499,0.1563100816876487,176.78670238873067,25.791163478462032,4905.635603685167,247.59516939323552,661.9731959471923,180.0692141041713,2521.7505478668363,1670.0169127508386,62.83665283843478,0,2.1883411436270817,30.94939617415444,85.65792476483148,153.96543046233396,38.921210340224526,128.33057706555957,1210.777892752527,115.20053020379709,28.604744948839713,180.85076451260954,778.7368269678658,419.53625924964905,802.3396493027006,735.438934340387,87.53364574508326,1213.4351641412168,567.8745267712277,16.256248495515464,3006.6244212619226,130.51891820918667,353.729714859149,2.8135814703776765,806.247401344892,739.971926709329,160.68676397490285,186.32161737167723,2.657271388690028,2909.555860533893,6.5650234308812445,5422.240423662845,1554.660072465354,371.8616843349162
2005,188.3233793695236,586.5295242228984,191.89281415666392,378.21731004538896,9728.851455829672,6911.853521818527,77.09979140223103,18.561060893129692,235.4399185597759,1671.2093673391007,0,161.62400716171396,39.54933744151481,4914.255037543315,220.87662462824338,623.6516460091577,183.75450284198396,2567.9941632602363,1737.6008543799105,71.1031409598353,0.14277739148561305,1.8561060893129695,34.12379656506152,79.52700705748646,135.6385219113324,44.974878317968106,133.7824158220194,1137.5074779658792,125.92965929031071,35.26601569694642,232.86992551303487,789.987307089897,402.7750213809144,825.2533227868433,754.0074044355224,82.66810967016995,1297.5609338212512,578.8195450826752,14.56329393153253,3158.2358996617604,123.93077580951213,330.38688389770857,4.568876527539618,816.2583471232497,729.1641383170257,150.77292540880737,184.46838979941205,3.1411026126834867,2858.1178227590017,10.137194795478525,5428.824756457464,1457.6143896766237,397.6350352874323
2006,169.87142306651253,589.8831833958018,178.5383324066407,372.67710162551214,10029.880836663428,7029.66349724459,71.73534192290717,12.66702134326428,252.27373033111593,1719.3814760146618,0,155.60435692199383,41.467827765844106,4945.071795343603,221.73954204051049,643.8846954381389,178.40499533986952,2675.541581830958,1740.5820696312828,70.80198245550875,0,2.133393068339247,30.400851223834266,74.40208325833123,123.0701126298203,44.66791736835298,162.27121026055397,1081.496948581227,130.27031423546526,42.93453550032734,241.6067649894197,786.5553568833261,391.21095390670934,837.0901051896119,746.5542368519651,90.40253127087558,1393.9056960261555,588.2831385945474,12.933695476806685,3213.1566350524486,126.80355049941399,320.67564558474305,3.0667525357376673,797.7556704921071,684.5525008033558,149.73752598406088,173.73819800287743,2.666741335424059,2848.2130832996654,7.866886939500973,5329.082547644667,1322.037017036477,495.48054012179006
2007,172.37543777132288,575.0932746883958,170.97711194869416,386.82777075083743,10478.926594250339,7081.249086321195,70.67901430741557,16.39854828355505,291.36025322409444,1717.5254717760643,0.12712052932988413,139.57834120421276,41.44129256154223,4921.598413535794,199.3249899892583,641.4501909985953,194.11304828673306,2816.609568362243,1758.4582822202874,66.73827789818917,0,1.9068079399482618,23.77153898468833,72.33158118870406,122.41706974467843,47.03459585205713,185.46885229230097,1016.2015114630937,136.9088100882852,51.9922964959226,300.1315697478564,818.6562088844537,389.497301866765,864.673840501872,785.6048712586839,87.3318036496304,1510.700370556343,579.2882521562819,13.093414520978065,3311.7440301021416,127.75613197653355,317.54708226605055,4.703459585205713,800.0966116022906,695.603536493126,151.1463093732322,174.02800465261137,3.1780132332471034,2848.771062282703,14.618860872936676,5394.741023701623,1320.2738176201765,441.74383942134733
2008,163.3069477728373,545.2325600842936,174.65600412866723,388.73504612495435,10678.506320827071,7031.277999316668,79.32393073969565,11.82691136028595,284.32372765131873,1616.583480074641,0,138.5779512922394,51.84726798347578,4804.473678551717,171.90833785304525,618.3443757660614,182.3016841999632,2895.9207907544614,1826.361827030824,74.54538069513568,0.23892750222799897,3.3449850311919853,20.30883768937991,67.6164831305237,114.44627356721149,41.33445788544382,200.69910187151913,965.3865727522299,137.38331378109942,59.612411805885735,335.33474937699657,829.3173602333843,370.5765559556264,863.2450655497602,781.2929322855566,86.37229205542162,1583.7309485182911,578.5629466450995,14.932968889249935,3329.4547435471654,117.91072234951748,295.19492900269273,4.0617675378759825,824.5388101888244,649.4049510557012,154.94448519485732,178.47884416431523,3.464448782305985,2819.5834537926157,29.149155271815875,5240.157978864473,1300.0045396225423,424.3352439569262
2009,150.41912237279328,501.28312069539214,172.75408296754136,393.82461130331336,10866.64205262846,7016.368335407295,68.37232835126967,11.281434177959497,289.67076444821254,1578.8310155114023,0,128.88183894214333,61.9909110384845,4870.502810102696,164.7773113265599,579.2275750158395,159.76334058080013,2983.426547607652,1833.8598002616382,71.56303700766226,0.6837232835126967,3.418616417563484,20.397744624795454,58.00252521799377,114.86551163013304,41.36525865251815,208.3076937102016,890.5495767752875,146.43073655230253,67.80255894834242,380.4920072748157,812.1493069324982,345.1663042933264,990.828991690483,840.4098693176899,92.07473551304317,1633.8707398341742,614.0974624749871,14.130281192595731,3395.939595326979,119.08180521179469,279.41491519552204,5.583740148687023,836.1935757360282,628.3416975481683,160.1052022225565,166.94243505768347,6.495371193370619,2801.784061954446,48.54435312940147,5210.313282008505,1263.634581812049,637.0021924726624
2010,154.34768993311246,484.80460792608295,167.6169204982012,403.8092245567812,10785.761372526747,7170.055274306841,73.56461425285208,13.16307672056805,300.8399953716924,1580.9492064469352,0,123.77538271114797,71.97230658504144,4862.695309804688,162.73384365024856,568.1353758748404,158.69999755846158,3012.5399536532314,1936.6707394358348,77.59846034463907,2.9723076465798823,2.547692268497042,20.487691992497044,53.92615301652073,103.92461378577516,40.23230707334912,230.24768876542018,853.2646022574676,149.25230539611837,75.68769114326629,408.47999371569244,832.1399871978464,340.8599947560001,991.0522924453493,822.1615258128995,94.6892293124734,1786.9938186616334,602.5292214995504,15.923076678106513,3477.599946498462,97.66153695905328,274.08922655247346,12.10153827536095,833.732294865657,614.0999905523079,153.07384379886395,141.0784593680237,6.050769137680475,2748.6414961747464,80.99538336930179,5147.187613120191,1245.1845962279292,720.1476812284972
2011,155.52617729984212,432.08249257404157,176.79220154310974,398.7624545891982,10821.956337030224,7154.008155569297,70.36408021505144,10.78001228921401,302.91834532691365,1507.1437181438387,0,115.83613205319054,73.30408356665527,4714.393374408447,151.2141723841565,523.3205965854801,161.79818444993026,3057.211485221093,1969.5082452393997,80.85009216910507,6.8600078204089145,1.9600022344025474,20.874023796387128,42.04204792793464,92.70810568724049,34.30003910204458,243.92227807139702,752.0528573402574,152.1941735013578,111.62212724922507,430.31849056307925,847.896966602542,317.9123624200932,883.9610077155488,806.4429193449281,89.5721021121964,1828.290084250696,617.0087033899218,15.386017540059996,3550.544047620214,96.23610970916506,261.8562985161803,23.128026365950056,835.1569520789253,586.4326685332421,163.26818612573217,135.92615495581663,11.4660130712549,2764.877151959953,156.70217864048365,5032.40373694026,1165.711328910915,678.3567733267216
2012,155.83729045023946,410.1512667974794,181.9019491592312,396.843606541128,11047.009998182817,7017.266918625034,71.21892661330142,13.032329354495877,319.7509540215749,1478.1598350951451,0.09177696728518224,112.33500795706307,77.36798342140862,4768.088781367073,141.15297568461028,508.90328359633554,151.70732692240625,3072.2339798714756,2006.978720592365,87.83055769191941,18.080062555180902,1.9273163129888269,17.804731653325355,38.36277232520617,88.47299646291569,37.07789478321362,275.69800972468744,694.9351962833999,177.771985631398,136.472350353066,430.43397656750466,889.869474797127,304.9748622886606,796.5322990680967,806.0771036657557,90.12498187404896,1914.1922066670459,594.8065249752661,14.77609173291434,3625.281984731984,92.87829089260443,259.7288174170658,37.445002652354354,845.0823147619581,570.2102977428373,156.112621352095,126.92754575540704,13.950099027347703,2766.5249018445334,236.0503598574887,4977.064935875434,1132.9866611355749,598.8447115358141
2013,152.64413563844823,401.22358843314055,179.34598728574375,421.8370699979908,11477.360395848427,6886.294470107407,77.67020690890841,12.698600457671477,349.7333728787466,1443.4655698323002,0,111.41717250874768,79.7576480800325,4724.8361141238875,132.726467797306,512.4668075109613,155.07948367142632,3104.807811900676,2069.958851315914,88.19438947999231,35.13859304725532,1.652557593806562,16.438599222602118,37.486964364769904,82.10601939754709,34.877662900864806,306.3319918624585,671.5472200937087,186.825984815605,167.2562238363168,437.7538089278119,986.663860217981,296.67757644600965,710.5997653368216,829.2360052290402,86.88973874803976,2012.6411958254657,625.1016540361979,13.220460750452496,3677.723436658772,88.80322648823683,247.36177877820327,57.578585636839165,840.108094661978,562.3044654715486,159.60227287552848,120.54972763241553,24.179526898853908,2768.99071349609,328.51105430565184,4868.782578215985,1085.1215021226667,566.0444642364793
