id,dbXRefs,ICD10,All_ICD_counts,f41202_ICD_counts,ICD10_all_freq
MONDO_0007861,Q75.0,Q75,3.0,1.0,0.0005968771388097474
MONDO_0007931,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0008120,G11.8,G11,2.0,1.0,0.0003979180925398316
MONDO_0008633,E85.0,E85,7.0,2.0,0.0013927133238894106
MONDO_0008875,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008894,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009557,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0010204,E75.5,E75,23.0,8.0,0.004576058064208063
MONDO_0008038,D61.0,D61,19.0,8.0,0.0037802218791284
MONDO_0009145,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0009210,D68.2,D68,365.0,17.0,0.07262005188851926
MONDO_0010826,G40.3,G40,1.0,0.0,0.0001989590462699158
MONDO_0007085,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0007298,G11.0,G11,1.0,0.0,0.0001989590462699158
MONDO_0007838,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0008274,Q78.1,Q78,5.0,2.0,0.000994795231349579
MONDO_0008917,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0008962,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0009579,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010026,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0011128,Q68.8,Q68,18.0,5.0,0.0035812628328584844
MONDO_0011420,E34.3,E34,12.0,0.0,0.0023875085552389898
MONDO_0011595,Q84.6,Q84,2.0,2.0,0.0003979180925398316
MONDO_0011877,Q78.2,Q78,10.0,2.0,0.001989590462699158
MONDO_0012315,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0012335,E66.8,E66,1779.0,484.0,0.35394814331418023
MONDO_0012517,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0012792,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0007113,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0007337,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0007705,D58.2,D58,25.0,6.0,0.004973976156747895
MONDO_0009019,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0009820,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0009914,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0011698,E72.1,E72,11.0,1.0,0.0021885495089690736
MONDO_0012188,E75.4,E75,1.0,0.0,0.0001989590462699158
MONDO_0001285,N80.3,N80,962.0,423.0,0.191398602511659
MONDO_0004976,G12.2,G12,254.0,174.0,0.050535597752558614
MONDO_0007405,Q75.1,Q75,2.0,2.0,0.0003979180925398316
MONDO_0007610,L68.8,L68,6.0,3.0,0.0011937542776194949
MONDO_0008490,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0008490,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0008815,E72.2,E72,4.0,1.0,0.0007958361850796633
MONDO_0009767,E70.3,E70,15.0,2.0,0.002984385694048737
MONDO_0010185,E72.1,E72,11.0,1.0,0.0021885495089690736
MONDO_0010652,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011266,G71.1,G71,71.0,24.0,0.014126092285164022
MONDO_0011754,E27.4,E27,212.0,119.0,0.04217931780922215
MONDO_0012530,Q56.0,Q56,1.0,0.0,0.0001989590462699158
MONDO_0012911,E20.1,E20,8.0,3.0,0.0015916723701593265
MONDO_0000952,C40.2,C40,30.0,20.0,0.005968771388097474
MONDO_0001291,G93.5,G93,48.0,9.0,0.009550034220955959
MONDO_0004933,Q23.4,Q23,2.0,0.0,0.0003979180925398316
MONDO_0007800,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0007888,C64,C64,1397.0,1063.0,0.27794578763907235
MONDO_0008404,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008429,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0008921,E70.8,E70,2.0,0.0,0.0003979180925398316
MONDO_0009295,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0009401,E72.5,E72,7.0,4.0,0.0013927133238894106
MONDO_0009618,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010664,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0000141,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0008315,C61,C61,8855.0,6066.0,1.7617823547201044
MONDO_0009106,Q06.2,Q06,7.0,2.0,0.0013927133238894106
MONDO_0009149,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009859,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009908,E70.1,E70,1.0,0.0,0.0001989590462699158
MONDO_0010989,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011402,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011969,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0012549,G11.2,G11,7.0,4.0,0.0013927133238894106
MONDO_0008183,Q45.1,Q45,1.0,1.0,0.0001989590462699158
MONDO_0008960,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0009504,E71.1,E71,2.0,1.0,0.0003979180925398316
MONDO_0009547,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0012307,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0012805,G24.8,G24,27.0,17.0,0.005371894249287726
MONDO_0013016,D84.8,D84,15.0,5.0,0.002984385694048737
MONDO_0002441,I45.8,I45,72.0,18.0,0.014325051331433938
MONDO_0008211,E34.8,E34,40.0,25.0,0.007958361850796632
MONDO_0008218,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0008660,E83.3,E83,214.0,14.0,0.04257723590176198
MONDO_0009904,N15.8,N15,3.0,0.0,0.0005968771388097474
MONDO_0010044,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0010258,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010830,E75.4,E75,1.0,0.0,0.0001989590462699158
MONDO_0011417,E83.1,E83,801.0,674.0,0.15936619606220256
MONDO_0011670,Q79.6,Q79,71.0,15.0,0.014126092285164022
MONDO_0011894,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0002279,E83.1,E83,801.0,674.0,0.15936619606220256
MONDO_0008620,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0008788,D50.8,D50,2949.0,1575.0,0.5867302274499817
MONDO_0009113,D55.2,D55,1.0,1.0,0.0001989590462699158
MONDO_0009387,E78.3,E78,10.0,0.0,0.001989590462699158
MONDO_0009722,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0009965,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0010039,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010332,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010571,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0010808,A81.8,A81,2.0,2.0,0.0003979180925398316
MONDO_0011575,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0012411,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0013027,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0007072,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0008267,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0008295,E80.1,E80,20.0,13.0,0.003979180925398316
MONDO_0008642,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0008814,E72.2,E72,4.0,1.0,0.0007958361850796633
MONDO_0009502,E74.4,E74,1.0,0.0,0.0001989590462699158
MONDO_0009821,Q78.2,Q78,10.0,2.0,0.001989590462699158
MONDO_0010397,Q02,Q02,2.0,0.0,0.0003979180925398316
MONDO_0010578,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0010867,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0012012,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0012345,Q80.8,Q80,1.0,0.0,0.0001989590462699158
MONDO_0012481,E88.8,E88,25.0,8.0,0.004973976156747895
MONDO_0012622,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0012895,G24.1,G24,9.0,6.0,0.0017906314164292422
MONDO_0007318,Q44.7,Q44,12.0,3.0,0.0023875085552389898
MONDO_0007368,E83.0,E83,7.0,6.0,0.0013927133238894106
MONDO_0007437,K00.5,K00,1.0,0.0,0.0001989590462699158
MONDO_0007442,K00.5,K00,1.0,0.0,0.0001989590462699158
MONDO_0007639,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0007808,Q80.8,Q80,1.0,0.0,0.0001989590462699158
MONDO_0007946,Q07.8,Q07,9.0,3.0,0.0017906314164292422
MONDO_0008675,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0009204,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009461,N46,N46,75.0,64.0,0.014921928470243685
MONDO_0009714,G71.8,G71,5.0,2.0,0.000994795231349579
MONDO_0010790,G71.3,G71,33.0,18.0,0.006565648526907221
MONDO_0001896,G91.1,G91,108.0,30.0,0.021487576997150905
MONDO_0007922,Q82.0,Q82,19.0,4.0,0.0037802218791284
MONDO_0009499,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0010001,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010371,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0011719,C26.9,C26,50.0,26.0,0.00994795231349579
MONDO_0011883,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0012213,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0012435,E71.1,E71,2.0,1.0,0.0003979180925398316
MONDO_0007837,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009183,Q81.8,Q81,1.0,0.0,0.0001989590462699158
MONDO_0010060,G11.1,G11,13.0,7.0,0.0025864676015089055
MONDO_0011093,E76.2,E76,5.0,1.0,0.000994795231349579
MONDO_0011992,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0012136,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0012324,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0001859,M89.0,M89,64.0,51.0,0.012733378961274612
MONDO_0007112,Q21.0,Q21,88.0,14.0,0.01750839607175259
MONDO_0007293,D84.8,D84,15.0,5.0,0.002984385694048737
MONDO_0007735,G90.2,G90,99.0,22.0,0.019696945580721666
MONDO_0008139,C41.9,C41,27.0,11.0,0.005371894249287726
MONDO_0008227,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0008471,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0009026,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009141,G24.1,G24,9.0,6.0,0.0017906314164292422
MONDO_0010068,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0010558,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010668,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0012173,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0012514,G37.8,G37,34.0,23.0,0.0067646075731771374
MONDO_0012774,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0007380,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0008365,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0009082,H90.5,H90,289.0,71.0,0.05749916437200567
MONDO_0009414,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0009723,G31.8,G31,179.0,58.0,0.03561366928231493
MONDO_0009865,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0009876,E23.0,E23,344.0,187.0,0.06844191191685103
MONDO_0010176,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0011724,G93.4,G93,160.0,49.0,0.03183344740318653
MONDO_0012165,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0007230,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0008547,Q77.1,Q77,1.0,0.0,0.0001989590462699158
MONDO_0008663,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0008712,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0008824,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008827,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0008928,G11.2,G11,7.0,4.0,0.0013927133238894106
MONDO_0009712,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0010125,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010464,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010559,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0010758,G71.8,G71,5.0,2.0,0.000994795231349579
MONDO_0010758,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0012095,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0007421,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0008108,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009058,E72.1,E72,11.0,1.0,0.0021885495089690736
MONDO_0009507,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010283,Q99.8,Q99,20.0,4.0,0.003979180925398316
MONDO_0011599,H30.1,H30,2.0,2.0,0.0003979180925398316
MONDO_0012438,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0012580,J84.0,J84,11.0,7.0,0.0021885495089690736
MONDO_0007080,E26.0,E26,88.0,54.0,0.01750839607175259
MONDO_0007916,I89.0,I89,520.0,82.0,0.10345870406035622
MONDO_0008111,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008935,G11.8,G11,2.0,1.0,0.0003979180925398316
MONDO_0009018,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0009704,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0010742,Q89.7,Q89,1.0,0.0,0.0001989590462699158
MONDO_0012739,Q15.8,Q15,1.0,1.0,0.0001989590462699158
MONDO_0000107,Q75.8,Q75,4.0,1.0,0.0007958361850796633
MONDO_0003125,C62.1,C62,129.0,32.0,0.025665716968819138
MONDO_0004768,H16.2,H16,35.0,19.0,0.006963566619447053
MONDO_0008165,D58.1,D58,6.0,1.0,0.0011937542776194949
MONDO_0008756,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009400,E72.5,E72,7.0,4.0,0.0013927133238894106
MONDO_0009675,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0009830,G20,G20,1386.0,326.0,0.2757572381301033
MONDO_0010520,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011243,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0012552,D44.8,D44,23.0,15.0,0.004576058064208063
MONDO_0005301,G35,G35,1620.0,843.0,0.3223136549572636
MONDO_0007159,Q68.8,Q68,18.0,5.0,0.0035812628328584844
MONDO_0007592,G51.0,G51,871.0,500.0,0.17329332930109667
MONDO_0007683,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0007891,L81.4,L81,579.0,429.0,0.11519728779028125
MONDO_0007937,E83.4,E83,445.0,98.0,0.08853677559011253
MONDO_0009458,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0009465,Q43.8,Q43,65.0,17.0,0.012932338007544527
MONDO_0009465,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0009785,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0010139,E03.1,E03,13.0,0.0,0.0025864676015089055
MONDO_0010355,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010920,Q17.2,Q17,3.0,2.0,0.0005968771388097474
MONDO_0011936,Q11.2,Q11,5.0,0.0,0.000994795231349579
MONDO_0012859,Q78.2,Q78,10.0,2.0,0.001989590462699158
MONDO_0004593,N75.0,N75,437.0,397.0,0.0869451032199532
MONDO_0008409,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0008667,Q85.8,Q85,29.0,8.0,0.0057698123418275585
MONDO_0008769,E75.4,E75,1.0,0.0,0.0001989590462699158
MONDO_0009021,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009480,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0010814,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0010831,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011114,D23.3,D23,856.0,734.0,0.17030894360704793
MONDO_0011810,H49.4,H49,13.0,7.0,0.0025864676015089055
MONDO_0012211,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0012308,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0012308,Q61.5,Q61,36.0,8.0,0.007162525665716969
MONDO_0007032,Q79.4,Q79,1.0,0.0,0.0001989590462699158
MONDO_0008305,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009320,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010043,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0010479,G60.0,G60,101.0,31.0,0.020094863673261496
HP_0100543,R54,R54,568.0,212.0,0.11300873828131218
MONDO_0000866,R82.1,R82,15.0,4.0,0.002984385694048737
MONDO_0001316,G00.2,G00,11.0,10.0,0.0021885495089690736
MONDO_0007990,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0008369,N25.8,N25,67.0,24.0,0.013330256100084358
MONDO_0008752,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0009033,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009042,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0009312,E88.1,E88,25.0,11.0,0.004973976156747895
MONDO_0009916,E29.1,E29,199.0,92.0,0.03959285020771324
MONDO_0010078,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0010214,Q82.1,Q82,3.0,3.0,0.0005968771388097474
MONDO_0011236,E16.1,E16,50.0,30.0,0.00994795231349579
MONDO_0012250,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0012456,Q12.3,Q12,2.0,0.0,0.0003979180925398316
MONDO_0012557,G71.3,G71,33.0,18.0,0.006565648526907221
MONDO_0012856,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0013026,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0000447,Q44.6,Q44,91.0,19.0,0.018105273210562337
MONDO_0001369,J37.0,J37,107.0,76.0,0.02128861795088099
MONDO_0007688,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008467,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008915,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0008966,Q82.0,Q82,19.0,4.0,0.0037802218791284
MONDO_0009678,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0009950,D55.2,D55,1.0,1.0,0.0001989590462699158
MONDO_0010247,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0010278,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010551,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0010890,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011062,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0011916,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0012784,G11.1,G11,13.0,7.0,0.0025864676015089055
MONDO_0000193,E25.8,E25,1.0,1.0,0.0001989590462699158
MONDO_0001549,D59.3,D59,8.0,4.0,0.0015916723701593265
MONDO_0007765,M85.2,M85,18.0,0.0,0.0035812628328584844
MONDO_0011376,I49.0,I49,404.0,99.0,0.08037945469304598
MONDO_0011803,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0001515,H18.4,H18,141.0,62.0,0.028053225524058128
MONDO_0007495,G24.1,G24,9.0,6.0,0.0017906314164292422
MONDO_0007766,M85.2,M85,18.0,0.0,0.0035812628328584844
MONDO_0007971,Q75.8,Q75,4.0,1.0,0.0007958361850796633
MONDO_0008133,H47.2,H47,70.0,9.0,0.013927133238894105
MONDO_0008156,Q78.2,Q78,10.0,2.0,0.001989590462699158
MONDO_0008198,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0008919,E71.3,E71,6.0,2.0,0.0011937542776194949
MONDO_0009161,Q79.6,Q79,71.0,15.0,0.014126092285164022
MONDO_0009239,E23.6,E23,51.0,30.0,0.010146911359765707
MONDO_0009268,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0009760,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0010408,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010591,G71.2,G71,7.0,2.0,0.0013927133238894106
MONDO_0011621,Q74.0,Q74,25.0,13.0,0.004973976156747895
MONDO_0012161,D84.8,D84,15.0,5.0,0.002984385694048737
MONDO_0007123,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0007271,L94.8,L94,17.0,10.0,0.0033823037865885687
MONDO_0007702,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0008045,G25.3,G25,106.0,30.0,0.021089658904611074
MONDO_0008318,Q87.3,Q87,2.0,1.0,0.0003979180925398316
MONDO_0008742,D70,D70,3961.0,1555.0,0.7880767822751364
MONDO_0009232,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0009974,D76.1,D76,3.0,2.0,0.0005968771388097474
MONDO_0010038,E34.3,E34,12.0,0.0,0.0023875085552389898
MONDO_0010532,G12.1,G12,5.0,2.0,0.000994795231349579
MONDO_0010983,G24.8,G24,27.0,17.0,0.005371894249287726
MONDO_0007099,E85.0,E85,7.0,2.0,0.0013927133238894106
MONDO_0009234,D68.8,D68,234.0,32.0,0.046556416827160295
MONDO_0009266,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0009564,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0009581,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009609,E72.1,E72,11.0,1.0,0.0021885495089690736
MONDO_0010041,G11.1,G11,13.0,7.0,0.0025864676015089055
MONDO_0010047,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0010132,E03.1,E03,13.0,0.0,0.0025864676015089055
MONDO_0010132,E03.0,E03,14.0,1.0,0.002785426647778821
MONDO_0010999,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011500,D22.5,D22,1666.0,1319.0,0.3314657710856797
MONDO_0011506,G40.3,G40,1.0,0.0,0.0001989590462699158
MONDO_0012216,Q15.8,Q15,1.0,1.0,0.0001989590462699158
MONDO_0002959,M54.1,M54,218.0,155.0,0.043373072086841644
MONDO_0007188,Q75.8,Q75,4.0,1.0,0.0007958361850796633
MONDO_0007935,H35.5,H35,106.0,13.0,0.021089658904611074
MONDO_0008018,L72.8,L72,183.0,166.0,0.03640950546739459
MONDO_0008410,M42.0,M42,7.0,1.0,0.0013927133238894106
MONDO_0008563,Q87.2,Q87,13.0,2.0,0.0025864676015089055
MONDO_0008907,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0009756,E75.2,E75,13.0,7.0,0.0025864676015089055
MONDO_0010426,H18.5,H18,253.0,138.0,0.0503366387062887
MONDO_0010537,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010748,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010780,G71.3,G71,33.0,18.0,0.006565648526907221
MONDO_0010848,G11.2,G11,7.0,4.0,0.0013927133238894106
MONDO_0010998,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0011998,G60.0,G60,101.0,31.0,0.020094863673261496
MONDO_0012545,E75.5,E75,23.0,8.0,0.004576058064208063
MONDO_0012866,G11.4,G11,29.0,12.0,0.0057698123418275585
MONDO_0007176,H31.2,H31,4.0,1.0,0.0007958361850796633
MONDO_0009209,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009228,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0009257,E74.2,E74,2.0,0.0,0.0003979180925398316
MONDO_0010110,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0010367,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0011157,Q07.8,Q07,9.0,3.0,0.0017906314164292422
MONDO_0011223,G12.2,G12,254.0,174.0,0.050535597752558614
MONDO_0012123,E77.8,E77,8.0,1.0,0.0015916723701593265
MONDO_0012254,Q77.3,Q77,7.0,2.0,0.0013927133238894106
MONDO_0002172,H68.0,H68,4.0,1.0,0.0007958361850796633
MONDO_0007120,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0007792,E83.5,E83,1334.0,391.0,0.2654113677240677
MONDO_0008724,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0009263,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009404,Q87.0,Q87,21.0,4.0,0.004178139971668232
MONDO_0009942,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0010069,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0011518,Q87.1,Q87,14.0,2.0,0.002785426647778821
MONDO_0012164,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0012462,Q04.3,Q04,2.0,0.0,0.0003979180925398316
MONDO_0001763,C31.1,C31,5.0,3.0,0.000994795231349579
MONDO_0002342,M94.2,M94,31.0,16.0,0.00616773043436739
MONDO_0004884,H44.5,H44,27.0,12.0,0.005371894249287726
MONDO_0007400,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0009326,Q24.6,Q24,11.0,4.0,0.0021885495089690736
MONDO_0009655,E76.2,E76,5.0,1.0,0.000994795231349579
MONDO_0009797,E79.8,E79,2.0,0.0,0.0003979180925398316
MONDO_0009803,Q78.0,Q78,42.0,10.0,0.008356279943336464
MONDO_0011773,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0012496,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0012756,Q93.5,Q93,3.0,0.0,0.0005968771388097474
MONDO_0007486,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0008029,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0008700,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0008728,E25.0,E25,19.0,9.0,0.0037802218791284
MONDO_0009845,Q87.5,Q87,2.0,0.0,0.0003979180925398316
MONDO_0010401,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0011816,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0012699,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0012703,Q04.3,Q04,2.0,0.0,0.0003979180925398316
HP_0012234,D70,D70,3961.0,1555.0,0.7880767822751364
MONDO_0007680,Q87.8,Q87,28.0,5.0,0.005570853295557642
MONDO_0007791,E83.5,E83,1334.0,391.0,0.2654113677240677
MONDO_0007875,Q74.8,Q74,5.0,2.0,0.000994795231349579
MONDO_0009139,Q77.7,Q77,9.0,5.0,0.0017906314164292422
MONDO_0009291,E74.0,E74,13.0,5.0,0.0025864676015089055
MONDO_0009925,Q82.8,Q82,86.0,52.0,0.01711047797921276
MONDO_0011109,Q78.8,Q78,3.0,0.0,0.0005968771388097474
MONDO_0011170,G71.0,G71,82.0,27.0,0.016314641794133097
MONDO_0011330,G11.2,G11,7.0,4.0,0.0013927133238894106
MONDO_0011585,G12.2,G12,254.0,174.0,0.050535597752558614
